uuid,skipped,scraped_at,source,job_id,job_title,company_name,location,date,job_link,job_desc,seniority,emp_type,job_func,ind
be314eb8-08b0-e06b-432e-6b8bb5d0cf15,False,2023-11-26,Indeed,jobTitle-c17f3d4f973d82c8,Email Customer Support Agent (Freelance),Social Discovery Group,"Social Discovery Group
Nigeria","Posted
Posted 6 days ago",https://ng.indeed.com/rc/clk?jk=c17f3d4f973d82c8&fccid=c2bbeeeab701ed38&vjs=3,"S
Email Customer Support Agent (Freelance)
Social Discovery Group
Customer Service & Support
Remote (Work From Home) Contract
Entertainment, Events & Sport NGN Confidential
New
6 days ago
Job Summary

We are seeking a Email Customer Support Agent to join our team on freelance basis. As an Email Customer Support Agent, you will play a crucial role in ensuring our users have a positive and enjoyable experience on our online dating platforms. You will be the first point of contact for users who reach out with general inquiries, minor issues, or feedback, and your primary responsibility will be to provide prompt and courteous assistance via emails.

Minimum Qualification: Others
Experience Level: Entry level
Experience Length: 2 years
Job Description/Requirements

Job Responsibilities

Respond to user emails in a timely and professional manner.

Address user inquiries, resolve issues, and provide helpful guidance.
Assist users with account-related concerns, and general inquiries.
Maintain accurate records of user interactions and feedback for reporting purposes.
Collaborate with other departments to escalate and resolve complex issues.
Keep up-to-date with our products and services to provide accurate information to users.
Contribute to improving our knowledge base and customer support processes.
Strive for continuous improvement in customer satisfaction and support quality.


Job Requirements

Fluent in written and spoken English.

Strong written communication skills with an emphasis on clarity and empathy.
Excellent problem-solving abilities and a customer-oriented mindset.
Previous customer support or service experience is a plus.
Basic knowledge of online dating platforms or related services is preferred.
Ability to work independently and as part of a team.
Detail-oriented and highly organized.
Comfortable working in a fast-paced and dynamic environment.
Availability to work flexible hours, including evenings and weekends if required.",Unavailable on Indeed,NA,Unavailable on Indeed,Unavailable on Indeed
36834587-b1d2-fc8a-e40a-1fb8cad0c208,False,2023-11-26,Indeed,jobTitle-17561164be7a08ef,Customer Service,Cosmos concept,"Cosmos concept
Lagos","Employer
Active 6 days ago",https://ng.indeed.com/company/Cosmos-concept/jobs/Customer-Service-Representative-17561164be7a08ef?fccid=e48efaaefc0d52e3&vjs=3,"Maintaining a positive, empathetic, and professional attitude toward customers at all times.
Responding promptly to customer inquiries.
Communicating with customers through various channels.
Acknowledging and resolving customer complaints.

Job Type: Full-time

Salary: Up to ₦150,000.00 per month

Experience:

Customer service: 1 year (Preferred)

Ability to Commute:

Lagos (Required)

Ability to Relocate:

Lagos: Relocate before starting work (Required)",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
1531ab50-48d5-0c83-3193-a37ef19805d6,False,2023-11-26,Indeed,jobTitle-4a3452755a68c4b9,Admistrative Assistant,Onore Concept,"Onore Concept
Lagos","Posted
Posted 2 days ago",https://ng.indeed.com/company/Onore-Concept/jobs/Admistrative-Assistant-4a3452755a68c4b9?fccid=bbd5d70240feacc5&vjs=3,"Responsibilities:
- Provide administrative support to the team and assist with daily operations
- Manage calendars, schedule appointments, and coordinate meetings
- Answer phone calls, take messages, and respond to inquiries
- Greet visitors and provide excellent customer service
- Perform general office duties such as filing, data entry, and document preparation
- Assist with order entry and inventory management
- Coordinate travel arrangements and accommodations
- Conduct research and compile information as needed
- Assist with proofreading documents for accuracy and clarity

Experience:
- Previous experience as an assistant or in a similar role preferred
- Strong organizational skills with the ability to prioritize tasks effectively
- Proficiency in Microsoft Office Suite (Word, Excel, PowerPoint)
- Experience with Google Suite (Docs, Sheets, Slides) is a plus
- Excellent communication skills, both written and verbal
- Attention to detail and strong problem-solving abilities
- Ability to multitask and work well under pressure
- Previous experience in a medical office or customer service role is desirable

This is a great opportunity for someone who is highly organized, detail-oriented, and enjoys providing support in a fast-paced environment. If you are a proactive individual with excellent communication skills and the ability to handle multiple tasks simultaneously, we would love to hear from you. Please apply with your resume highlighting your relevant experience.

Job Type: Full-time

Pay: ₦100,000.00 - ₦150,000.00 per month",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
341b08ac-7ec5-a6ac-5255-e0c2ee296ac5,False,2023-11-26,Indeed,jobTitle-83a58148d5c5c9af,Graduate Trainee,Energy Talent Company,"Energy Talent Company
Lagos","Employer
Active 5 days ago",https://ng.indeed.com/company/Energy-Talent-Company/jobs/Graduate-Trainee-83a58148d5c5c9af?fccid=6d152104b9ce4204&vjs=3,"Unlock Your Solar Career - Cohort 16 Applications Now Open!

Location: Nationwide

Eligibility: Graduates (18-40) with Technical or Non-Technical Backgrounds

NYSC Completion Required

Are you ready to embark on an extraordinary journey in the thriving world of renewable energy? The Energy TalentCorp Program 2023 (Cohort 16) is your gateway to a lucrative career in the Nigerian Solar industry.

Why Choose Us?

A Fast-Paced Industry: The renewable energy sector is booming, and the demand for skilled professionals is soaring. Don't miss the opportunity to be part of this dynamic field!

The Energy Talent Advantage: We are dedicated to bridging the gap in the renewable energy workforce. Our 24-month program will set you on the path to success.

Career Development: As a program participant, you'll gain access to introductory courses that provide insights into various solar industry careers.

Practical Experience: We believe that ""doing"" is the best way to learn. Our program includes hands-on, practical sessions to enhance your solar industry knowledge and skills.

Job Placement: The ultimate goal is to secure your dream job in the solar industry. Upon completing the program, you'll become a full-time employee with top-tier solar companies in Nigeria, offering competitive salaries, benefits, and an accelerated career growth trajectory.

Continuous Support: We're committed to your success. Throughout the 24 months, we will provide you with essential skills, coaching, and mentorship to ensure you excel in your new career.

Don't miss this life-changing opportunity to launch your career in the solar industry! Whether you have a technical or non-technical background, we encourage you to apply. Residence in any state in Nigeria and completion of NYSC are prerequisites.

How to Apply:

Ready to take the first step towards your solar career? Click https://energytalentco.com/apply/ to apply now!

Your future in renewable energy starts here. Join us on this incredible journey! #SolarCareer #RenewableEnergyOpportunity #EnergyTalentCorp

Job Type: Full-time

Salary: From ₦100,000.00 per month",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
df290795-af41-c603-ad42-00e9973e1dd2,False,2023-11-26,Indeed,jobTitle-c27a91b89b39feb8,Personal Assistant,Blessed Seeds Concepts,"Blessed Seeds Concepts
Ibadan","Employer
Active 6 days ago",https://ng.indeed.com/company/Blessed-Seeds-Concepts/jobs/Personal-Assistant-c27a91b89b39feb8?fccid=804472d7ceddfbe4&vjs=3,"A Personal Assistant helps an individual with a variety of professional and personal tasks. They can attend meetings, take detailed notes and deliver a full report. Personal Assistants often spend their time traveling, making phone calls, meeting with clients and speaking on behalf of their managers, among numerous other tasks. Ability to drive is an added advantage.

Job Types: Permanent, Full-time

Salary: ₦50,000.00 - ₦70,000.00 per month

Ability to commute/relocate:

Ibadan: Reliably commute or planning to relocate before starting work (Required)

Application Deadline: 25/11/2023
Expected Start Date: 25/11/2023",Unavailable on Indeed,Permanent,Unavailable on Indeed,Unavailable on Indeed
cf670ab8-b6d1-87a2-1740-698111507776,False,2023-11-26,Indeed,jobTitle-acaec4f2e03d33b7,FRONT DESK OFFICER,"Novo Car Rentals Ltd, Lekki.","Novo Car Rentals Ltd, Lekki.
Lekki","Employer
Active 12 days ago","https://ng.indeed.com/company/Novo-Car-Rentals-Ltd,-Lekki./jobs/Front-Desk-Agent-acaec4f2e03d33b7?fccid=138a263c11b4b0b2&vjs=3","JOB DESCRIPTION:

Responsible for attending to visitors, client enquiries and ascertaining the level of client satisfaction on rentals done.

JOB SCHEDULE:

· Schedule outbound calls to clients to ascertain the level of service satisfaction.

· Respond to all client enquiries, requests and complaints

· Keep and maintain a database of all client details, requests and complaints.

· Follow up on all client complaints and ensure resolution within a reasonable turnaround time.

· Drive continuous service improvement by communicating client feedback to stakeholders and proffering recommendations for improved client satisfaction

· Respond to all clients’ and visitors’ enquiries.

· Administration of all incoming and outgoing correspondence.

· Direct all official visitors to the appropriate staff.

· Interface with all visiting government agencies with the required level of tact and confidentiality.

· Registration of intending drivers and assisting with coordination of driver’s interviews.

· Supervise the activities of the cleaners in ensuring that they carry out their duties efficiently.

· Carry out any other functions as assigned by the executive management.

Job Type: Permanent

Pay: ₦120,000.00 - ₦150,000.00 per month

Education:

Undergraduate (Required)

Experience:

front desk: 2 years (Required)
customer service: 2 years (Required)

Application Deadline: 24/09/2023
Expected Start Date: 02/10/2023",Unavailable on Indeed,Permanent,Unavailable on Indeed,Unavailable on Indeed
36834587-b1d2-fc8a-e40a-1fb8cad0c208,False,2023-11-26,Indeed,jobTitle-17561164be7a08ef,Customer Service,Cosmos concept,"Cosmos concept
Lagos","Employer
Active 6 days ago",https://ng.indeed.com/company/Cosmos-concept/jobs/Customer-Service-Representative-17561164be7a08ef?fccid=e48efaaefc0d52e3&vjs=3,"Maintaining a positive, empathetic, and professional attitude toward customers at all times.
Responding promptly to customer inquiries.
Communicating with customers through various channels.
Acknowledging and resolving customer complaints.

Job Type: Full-time

Salary: Up to ₦150,000.00 per month

Experience:

Customer service: 1 year (Preferred)

Ability to Commute:

Lagos (Required)

Ability to Relocate:

Lagos: Relocate before starting work (Required)",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
a1530cc5-28ac-59ee-c592-57dc7ac54cb9,False,2023-11-26,Indeed,jobTitle-1d36fd5647eb4d37,Airport receptionist,Hyundai Heavy Industries,"Hyundai Heavy Industries
Lagos","Employer
Active 5 days ago",https://ng.indeed.com/company/Hyundai-Heavy-Industries/jobs/Receptionist-1d36fd5647eb4d37?fccid=6835c454cd18ec0d&vjs=3,"Admits members and guests to airline lounge, serves beverages and snacks, and provides other personal services as requested: Opens door to lounge in response to sound of buzzer, verifies membership cards, and admits and seats members and guests.2) Serves refreshments such as cocktails, coffee and snacks.3) Answers questions regarding scheduled flights and terminal facilities
2) Serves refreshments such as cocktails, coffee and snacks.
3) Answers questions regarding scheduled flights and terminal facilities
Verifies passengers' reservations.

5) Directs or accompanies passengers to departure gates, rest rooms and other terminal facilities.

6) Relays requests for paging service, using telephone.

7) Opens cans, bottles, and packages; brews coffee; and arranges pastry, nuts, and appetizers on serving trays.

Job Type: Full-time

Salary: ₦120,000.00 per month

Ability to commute/relocate:

Lagos: Reliably commute or planning to relocate before starting work (Required)

Experience:

Receptionist: 1 year (Preferred)",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
e2cdec2e-6391-212e-72dc-ff461e89fc21,False,2023-11-26,Indeed,jobTitle-fa4d5820cd149d49,Graduate Trainee,Medvron Group,"Medvron Group
Lagos","Employer
Active 4 days ago",https://ng.indeed.com/company/Medvron-Group/jobs/Graduate-Trainee-fa4d5820cd149d49?fccid=ee0bb40626260fcf&vjs=3,"RESPONSIBILITIES:

Gathering as much information on the company and participating in on-the-job training wherever possible.

Participating in meetings, workshops, and team-building events.

Taking notes on experiences and keeping a log of things learned.

Compiling reports and making presentations to other staff members.

Analyzing existing systems and offering new ideas for improvement.

Bringing positive energy into the company, and forming lasting professional relationships with staff.

Conducting research and assisting the Manager or Supervisor wherever possible.

Completing fieldwork or visiting different work sites when required.

Upholding the good name of the company at all times.

Writing a test or submitting to some other form of evaluation at the end of the graduate program.

REQUIREMENTS;

Degree in the relevant field.

Previous work experience is not necessary, but may be advantageous.

A valid driver's license. Excellent written and verbal communication skills.

Excellent research abilities and a willingness to grow.

A positive and a growth mindset.

Job Types: Permanent, Full-time

Salary: From ₦200,000.00 per month

Ability to commute/relocate:

Lagos: Reliably commute or planning to relocate before starting work (Required)

Education:

Higher National Diploma (Preferred)

Experience:

Trainee: 1 year (Preferred)

Language:

English (Preferred)

License/Certification:

Certifications (Preferred)",Unavailable on Indeed,Permanent,Unavailable on Indeed,Unavailable on Indeed
8bdc3598-986b-61bb-c3d9-323c68b2aaa6,False,2023-11-26,Indeed,jobTitle-af03241dab43f98b,New USAID LEARN to Read Activity to Improve Reading Outcomes for 3.5 million Nigerian Children,US Embassy in Nigeria,"US Embassy in Nigeria
Nigeria","Posted
Posted 18 days ago",https://ng.indeed.com/rc/clk?jk=af03241dab43f98b&fccid=0782762f23f979f3&vjs=3,"By U.S. Mission Nigeria
5 MINUTE READ
September 1, 2022

In the middle: Minister of Education for State, Goodluck Nana Opiah, flanked by Supervisory Program Officer USAID/Nigeria Stephen Menard, Creative Associates President Leland Kruvant, and other esteemed dignitaries.

Abuja – On August 30, the U.S. Agency for International Development (USAID) launched the Leveraging Education Assistance Resources in Nigeria (LEARN) to Read activity, to improve early grade reading in the country over the next five years. This $48.8 million U.S. Mission Nigeria investment in education will provide a better future to millions of Nigerian children, and help lead to thriving, prosperous communities throughout Nigeria.

LEARN to Read will contribute to improvement in the reading outcomes of more than 3.5 million children in 5,900 schools and in the capacity of more than 35,000 teachers, headteachers, and school support officers to support early grade reading in about 6,000 schools.

“The new USAID activity will ensure that school-age children and youth in Nigeria are able to gain foundational skills, such as literacy and numeracy, safely, while building critical social and emotional skills to progress to higher levels of education, training, and employment,” Supervisory Program Office Director USAID/Nigeria, Stephen Menard said at the launch.

“The Federal Ministry of Education recognizes the efforts of USAID in the last 20 years to improve literacy in Nigeria through its innovative programs,” Minister of State for Education, Goodluck Nana Opiah said at the launch. “LEARN to Read will build on the close collaboration with the Ministry of Education, Nigerian Educational Research and Development Council, and language/curriculum experts to support mother tongue-based medium of instruction in the early grades.”

USAID’s education program focuses on the most vulnerable parts of the population, while supporting the Government of Nigeria to deliver quality education. Key focus areas include increasing enrollment, strengthening basic education, building capacity of teachers, and raising minimum academic standards for reading curriculum.

The LEARN to Read activity will build on the gains of the recently concluded USAID-funded Northern Education Initiative (NEI Plus), which improved reading outcomes for more than one million children in Bauchi and Sokoto states. LEARN to Read will strengthen and scale up early grade reading best practices in both states, designated as Legacy states. It will leverage more state and private resources to infuse global best practices for the teaching and learning of early grade reading in the states.

In addition to supporting the two Legacy states, LEARN to Read will also offer technical assistance to two other states (designated as Launching states) and at least another two states (designated as On-demand states) as part of USAID’s mission to support education and reach millions more children with lifelong skills across Nigeria. These efforts will help develop a new generation of leaders equipped to help Nigeria meet the development challenges ahead.",Unavailable on Indeed,NA,Unavailable on Indeed,Unavailable on Indeed
db02500f-1dd1-1f9d-0b6b-01ecbd1d49f6,False,2023-11-26,Indeed,jobTitle-11697541d2470746,Customer Care Representative,king benjem enterprises,"king benjem enterprises
Lagos","Employer
Active 11 days ago",https://ng.indeed.com/company/king-benjem-enterprises/jobs/Customer-Support-Representative-11697541d2470746?fccid=272f95fb72544bd8&vjs=3,"Your responsibility will involve delivering exceptional service to our valued customers by addressing inquiries, resolving issues, and contributing to nurturing strong, positive customer relationships. You'll interact with customers via various communication channels.

Key Responsibilities:

Engage with customers through phone, email, chat, or in-person to provide assistance and information.
Efficiently address customer inquiries, resolve complaints, and troubleshoot issues.
Maintain in-depth knowledge of our products/services to offer precise information and recommendations.
Process customer orders, returns, and exchanges, ensuring a smooth customer experience.
Accurately document customer interactions, issues, and resolutions within our system.
Collaborate effectively with cross-functional teams to resolve complex customer issues.
Recognize opportunities for process enhancements and relay customer feedback to the team.
Proactively follow up with customers to ensure their needs are met and issues are resolved to their satisfaction.
Consistently deliver exceptional service in alignment with our company's values and customer care standards.

Qualifications:

While prior experience in customer service or customer care is preferred, it's not mandatory.
Exceptional communication skills, both verbal and written.
Strong active listening skills and the ability to empathize with customer concerns.
A problem-solving mindset and the capability to think on your feet.
Strong attention to detail and excellent organizational skills.
Patience and the ability to remain composed under pressure.
Proficiency in using computer systems and customer service software.
A positive attitude and a genuine passion for helping others.
High school diploma or equivalent; higher education is a plus.

Additional Information:

This is a full-time position situated in Lagos, Nigeria.

Job Types: Full-time, New grad

Salary: From ₦120,000.00 per month

Experience:

Customer support: 1 year (Required)",Unavailable on Indeed,New grad,Unavailable on Indeed,Unavailable on Indeed
a9b74224-dbd8-959a-de03-663b485381d4,False,2023-11-26,Indeed,jobTitle-58b926a57d60fddb,"Virtual Administrative Assistant- Ibadan, Nigeria",DentistFind,"DentistFind
Ibadan","Posted
Posted 30+ days ago",https://ng.indeed.com/rc/clk?jk=58b926a57d60fddb&fccid=f906a6df22342ed7&vjs=3,"About DentistFind

At DentistFind, we are a Marketing Performance Management suite for dental offices in Canada. Our team has a strong focus on providing high-value marketing services for our clients to connect with their ideal patients to provide the care they need. With over 10 years of industry experience, we deeply understand what dental offices and patients need. We provide industry-leading digital marketing; patient communication technology, and data-driven consultation services for dental offices to improve patient flow and grow their practices.


ROLE DESCRIPTION

A Virtual Administrative Assistant is responsible for providing administrative support to the Sales & Client Success Team. Will be in charge of organizing and attending meetings and monitoring calendars. In addition, S/he will be asked to do internet research, manage other administrative responsibilities, customer service, and assist the Project Manager.

The Virtual Administrative Assistant will be working closely with internal and external stakeholders and clients. As such, highly effective relationship management, communication, and influencing skills are required. Furthermore, this position and the organization are fast-paced and dynamic, with numerous and different difficulties along the way. As a result, you will flourish in a collaborative, flexible, and achievement-driven atmosphere.


KEY RESPONSIBILITIES

Managing the overall relationship with assigned clients, including onboarding, implementation, training, increasing adoption, ensuring retention, and high customer satisfaction levels.
Onboarding new clients to help them understand the full suite of company products, programs, and services we offer and managing the same to ensure clients are launched on time, on budget and on scope.
Maintaining and developing Client Success strategies and best practices, as well as client support content, with the help of the Marketing Team.
Accessing company systems to keep track of Client Success Metrics about Clinic Performance and generate monthly reports for clients and senior management.
Proactively maintaining communication channels with clients as the main point of contact for any concerns, issues and/or requests, helping them work through problems via phone, email, video conferencing or chat and ensuring that appropriate actions are taken while still building rapport, identifying areas of opportunity and highlighting best practices.
Clearly communicate company values and update clients on any new products, programs, or marketing initiatives. Documenting resolutions of clients for reporting and creating a resolution database.
And other Ad hoc tasks assigned by the Manager.


REQUIRED SKILL AND QUALIFICATIONS

At least 2 years of experience as Virtual Admin Assistant with stakeholder management skills
Strong verbal and written communication, strategic planning, and project management skills
Analytical and process-oriented mindset
Comfortable working across multiple departments in a deadline-driven environment
Active team player, self-starter, and multitasker who can quickly adjust priorities

Customer Focus

Actively seeks to understand and deliver client needs, expectations, and level of satisfaction
Able to maintain good relationships with clients and other stakeholders
Pro-actively seeks solutions for clients
Experience in working with a Canadian company is a plus


PREFERRED SKILLS AND QUALIFICATIONS

Bachelor’s Degree in Business Management, Marketing, Communications and the like
Knowledge of Client Relationship Management and Project Management Tools


Additional information
Set-up: Full-time, Remote
Schedule: Monday - Friday, for 7.5 Flexible working hours between 6am-6pm Eastern Standard Time Zone (EST)
If you are not comfortable to use a time-tracking tool please don't apply. Thank you.",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
3685168d-af59-3b3d-cc1f-307f37988211,False,2023-11-26,Indeed,jobTitle-88137497fa4e8a29,Customer Service Officer,VIP Express Tourism Limited,"VIP Express Tourism Limited
Lagos","Employer
Active 5 days ago",https://ng.indeed.com/company/VIP-Express-Tourism-Limited/jobs/Customer-Service-Representative-88137497fa4e8a29?fccid=64e9e1308fe185f5&vjs=3,"At VIP Express Tourism Ltd, our customer service department is our most vital department, our customers are the bedrock and backbone of our company and as such we are looking Customer Service Representativee who will act as a liaison, provide product/services information, answer questions, and resolve any emerging problems that our customer accounts might face with accuracy and efficiency.

The best CSRs are genuinely excited to help customers. They’re patient, empathetic, and passionately communicative. They love to talk and understand the value of good communication skills. Customer service representatives can put themselves in their customers’ shoes and advocate for them when necessary. Customer feedback is priceless. We are looking for a person problem solving skills, confident at troubleshooting and investigate if they don’t have enough information to answer customer questions or resolve complaints and we believe that a person with a legal background will be the best fit for our business

The target is to ensure excellent service standards, respond efficiently to customer inquiries and maintain high customer satisfaction.

Responsibilities

Customer Service Responsibilities

Manage incoming phone calls

Identify and assess customers’ needs to achieve satisfaction

Build sustainable relationships and trust with customer accounts through open and interactive communication

Provide accurate, valid and complete information by using the right methods/tools

Meet personal/customer service team sales targets and call handling quotas

Handle customer complaints, provide appropriate solutions and alternatives within the time limits; follow up to ensure resolution

Keep records of customer interactions, process customer accounts and file documents

Follow communication procedures, guidelines and policies

Take the extra mile to engage customers

Requirements and skills

Proven customer support experience or experience as a Client Service Representative

Track record of over-achieving quota

Strong phone contact handling skills and active listening

Familiarity with CRM systems and practices

Customer orientation and ability to adapt/respond to different types of characters

Excellent communication and presentation skills

Ability to multi-task, prioritize, and manage time effectively

Required skills and qualifications

Minimum of 2-3 year of customer service experience
Must have legal background of at least 2 years
LLB, BL qualification
Excellent communication, interpersonal, and organizational skills

Job Type: Full-time

Salary: ₦100,000.00 - ₦150,000.00 per month

Ability to commute/relocate:

Lagos: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

do you have a legal background or qualification to practice law?",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
d23b1c91-7b86-5bac-c6bc-90fe0072861b,False,2023-11-26,Indeed,jobTitle-19e3e4e39204fcab,Customer Success Officer,SENCE,"SENCE
Lagos","Posted
Posted 30+ days ago",https://ng.indeed.com/rc/clk?jk=19e3e4e39204fcab&fccid=94c6f58e4670d872&vjs=3,"Customer Success Officer




Summary: We are in search of a brilliant, well spoken customer oriented professional who will function in the capacity of a customer success officer for our clients. The chosen candidate will act in this capacity for our company or for the clients we outsource this service to. S/he will be the first point of contact for our clients and for their customers as well, will handle complaints, provide appropriate solutions for customers, and follow up to resolve any issues customers experience.




Duties and Responsibilities:

Maintaining a positive, empathetic, and professional attitude toward customers always.
Responding promptly to customer inquiries.
Communicating with customers through various channels.
Building loyalty to ensure long-term client retention, sustainable relationships and trust with customer accounts through open and interactive communication
Acknowledging and resolving customer complaints.
Knowing our products inside and out so that you can provide accurate, valid and complete information.
Going the extra mile to engage customers
Keeping records of customer interactions, transactions, comments, and complaints.
Communicating and coordinating with colleagues as necessary.
Providing feedback on the efficiency of the customer service process.



Requirements

The requirements listed below are representative of the Knowledge, Skill and/or ability required to perform this job satisfactorily

Proven customer support experience (Minimum of 2 years experience)
Customer orientation and ability to adapt/respond to different types of characters
Excellent communication and presentation skills
Assertiveness and Problem solving skills
Confidence, empathetic, proactive and resilient
Excellent interpersonal skill and relationship building
Ability to multitask, prioritize, and manage time effectively",Unavailable on Indeed,NA,Unavailable on Indeed,Unavailable on Indeed
59bafaf2-2c42-c35f-1c4c-5bfddfa8c7aa,False,2023-11-26,Indeed,jobTitle-dfb4d76309653274,CUSTOMER SERVICE OFFICER,Nibav Lifts Nigeria,"Nibav Lifts Nigeria
Lagos","Employer
Active 11 days ago",https://ng.indeed.com/company/Nibav-Lifts-Nigeria/jobs/Customer-Service-Representative-dfb4d76309653274?fccid=56cbfdcefcd46bce&vjs=3,"JOB DESCRIPTION FOR A CUSTOMER RELATIONSHIP OFFICER

Job Title: Customer Relationship Officer

Job Summary:

The Customer Relationship Officer plays a crucial role in maintaining positive interactions with clients and ensuring their satisfaction. This role involves effective communication, problem resolution, and building long-term relationships to enhance customer loyalty.

Responsibilities:

1. Customer Engagement:

- Proactively communicate with customers to understand their needs and preferences.

- Provide product information, guidance, and support to ensure a positive customer experience.

- Address inquiries, concerns, and feedback promptly and professionally.

2. Relationship Building:

- Cultivate strong relationships with clients through regular follow-ups and check-ins.

- Identify opportunities for upselling or cross-selling based on customer needs and preferences.

- Act as a liaison between the customer and internal teams to ensure seamless service delivery.

3. Issue Resolution:

- Investigate and resolve customer complaints or issues, aiming for swift and satisfactory resolutions.

- Collaborate with relevant departments to address complex problems and prevent recurring issues.

4. Customer Feedback:

- Collect and analyze customer feedback to provide insights for continuous improvement.

- Implement strategies to enhance customer satisfaction and loyalty.

5. Documentation and Reporting:

- Maintain accurate and up-to-date customer records in the CRM system.

- Generate regular reports on customer interactions, feedback, and trends.

Qualifications:

1. Bachelor's degree in Business, Marketing, or a related field.

2. 3 years of Proven experience in customer service or a client-facing role.

3. Strong interpersonal and communication skills, with an emphasis on empathy and active listening.

4. Problem-solving abilities and a customer-centric mindset.

5. Proficiency in using customer relationship management (CRM) software.

6. Time management skills and the ability to handle multiple customer interactions simultaneously.

7. Detail-oriented with a focus on maintaining accurate records.

Preferred Skills:

1. Additional languages to facilitate communication with diverse customer bases.

2. Experience in industries with a strong emphasis on customer relationships (e.g., finance, hospitality).

Job Type: Full-time

Salary: From ₦150,000.00 per month

Ability to Relocate:

Lagos: Relocate before starting work (Required)",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
1a55d5b6-4ed9-47db-97ac-e60fa4680968,False,2023-11-26,Indeed,jobTitle-723968223e06796e,Administrative Assistant,Hyundai Heavy Industries,"Hyundai Heavy Industries
Lagos","Employer
Active 5 days ago",https://ng.indeed.com/company/Hyundai-Heavy-Industries/jobs/Administrative-Assistant-723968223e06796e?fccid=6835c454cd18ec0d&vjs=3,"Answer and direct phone calls
Organize and schedule appointments Plan meetings and take detailed minutes
Write and distribute email, correspondence memos, letters, faxes and forms
Assist in the preparation of regularly scheduled reports
Develop and maintain a filing system
Update and maintain office policies and procedures
Order office supplies and research new deals and suppliers
Maintain contact lists
Book travel arrangements
Submit and reconcile expense reports
Provide general support to visitors
Act as the point of contact for internal and external clients
Liaise with executive and senior administrative assistants to handle requests and queries from senior managers

Job Type: Full-time

Salary: ₦120,000.00 - ₦250,000.00 per month

Ability to commute/relocate:

Lagos: Reliably commute or planning to relocate before starting work (Required)

Experience:

Assistant: 2 years (Preferred)

Application Deadline: 30/09/2023",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
a2b7904e-8eec-5149-2c36-515a8c4c0818,False,2023-11-26,Indeed,jobTitle-ebd699ec6339e906,Customer Support and Operations Associate,Reposebay,"Reposebay
Lagos","Employer
Active 26 days ago",https://ng.indeed.com/company/Reposebay/jobs/Operations-Associate-ebd699ec6339e906?fccid=d4f9924d42893e4c&vjs=3,"Kindly apply via https://app.reposebay.com/job/requirement/650c54d563e4c/en only

Job Title : Customer Support and Operations Associate

Location: Ikoyi, Lagos

Job Type: Full-time

Salary: N200,000 - N300,000

Job Summary:

We are seeking a dedicated and proactive Customer Support and Operations Specialist to join our team. The ideal candidate will play a pivotal role in ensuring excellent customer experiences while also supporting operational processes to drive efficiency and effectiveness.

Key Responsibilities:

- Provide exceptional customer support via various channels (phone, email, chat) to resolve inquiries, issues, and complaints.

- Build strong customer relationships through clear and empathetic communication.

- Accurately document customer interactions and maintain customer support records.

- Assist in the development and implementation of operational processes and procedures.

- Monitor and analyze operational data to identify areas for improvement.

- Collaborate with cross-functional teams to streamline workflows and enhance operational efficiency.

- Develop and maintain a deep understanding of the company's products and services.

- Educate customers about product features, benefits, and usage.

- Contribute to the creation of product knowledge resources for customers and team members.

- Collaborate with the quality assurance team to address issues and implement improvements.

Job Requirement
- Bachelor's degree in relevant fields.

- Previous 2 years customer support or customer service experience is required

- Strong communication skills, both written and verbal.

- Detail-oriented with excellent problem-solving abilities.

- Proficiency in using customer support software and tools.

- Ability to work collaboratively in a team environment.

Job Type: Full-time

Salary: ₦200,000.00 - ₦300,000.00 per month

Experience:

Customer support and operations: 2 years (Required)",Unavailable on Indeed,Full-time,Unavailable on Indeed,Unavailable on Indeed
